report_date,observed_users,opening_balance_amt,closing_balance_amt,direct_inflow_amt,balance_purchase_inflow_amt,bankcard_purchase_inflow_amt,profit_share_inflow_amt,total_inflow_amt,total_outflow_amt,transfer_outflow_amt,consume_outflow_amt,transfer_to_balance_amt,transfer_to_card_amt,direct_inflow_users,profit_share_users,total_outflow_users,transfer_outflow_users,net_flow_amt,profit_share_per_10000_opening_balance,direct_inflow_share,bankcard_direct_inflow_share,transfer_outflow_share,mfd_daily_yield,mfd_7daily_yield,Interest_O_N,Interest_1_W,Interest_2_W,Interest_1_M,Interest_3_M,Interest_6_M,Interest_9_M,Interest_1_Y,is_shibor_observed,days_since_observation
2014-06-16,11433,22640138774,22535097769,384522342,120664648,263857694,2786142,387308484,492349489,433704815,58644674,28981923,404722892,718,7427,1060,319,-105041005,1.2306205486689037,0.9928064008016927,0.6861960026239515,0.8808881184804073,1.2581,4.734,2.6,3.006,3.237,5.058,4.7777,4.951,4.9889,5.0,True,0
2014-06-17,11451,22535097769,22302888239,267626738,87121582,180505156,2723955,270350693,502560223,455800666,46759557,37324504,418476162,677,7421,1100,332,-232209530,1.2087611191761323,0.9899243646473657,0.6744660767041895,0.9069573060898614,1.2436,4.724,2.6,3.031,3.568,4.941,4.7825,4.9347,4.9867,5.0,True,0
2014-06-18,11487,22302888239,22216230718,332565225,131652090,200913135,2697484,335262709,421920230,378238152,43682078,57752818,320485334,683,7503,1104,330,-86657521,1.2094774322919477,0.9919541185834658,0.6041315203656666,0.896468396407539,1.2244,4.697,2.639,3.074,4.511,4.972,4.7767,4.9277,4.9842,5.0,True,0
2014-06-19,11497,22216230718,22269883545,335998519,177935245,158063274,2610568,338609087,284956260,239535843,45420417,47067117,192468726,620,7491,1077,317,53652827,1.175072420311547,0.992290319131335,0.4704284842398368,0.8406056529517899,1.193,4.66,2.698,3.093,4.03,5.233,4.7692,4.9216,4.9805,5.0,True,0
2014-06-20,11502,22269883545,22234883010,248879061,71879168,176999893,2703469,251582530,286583065,241700349,44882716,35442161,206258188,599,7541,1096,344,-35000535,1.2139574032963358,0.9892541465418923,0.7111883671081514,0.8433867123306815,1.2332,4.634,2.759,3.402,4.578,5.435,4.7751,4.9139,4.9796,5.0,True,0
2014-06-21,11528,22234883010,22181878421,175409451,55976436,119433015,2589735,177999186,231003775,176442002,54561773,24826865,151615137,545,7517,916,283,-53004589,1.1647171693394038,0.9854508604325865,0.6808812998337245,0.7638057083699173,1.1774,4.585,2.759,3.402,4.578,5.435,4.7751,4.9139,4.9796,5.0,False,1
2014-06-22,11541,22181878421,21967773588,144611888,41425751,103186137,2568931,147180819,361285652,312049330,49236322,31032946,281016384,508,7480,909,269,-214104833,1.158121486036072,0.9825457487092798,0.7135384125542984,0.8637191326933736,1.1773,4.535,2.759,3.402,4.578,5.435,4.7751,4.9139,4.9796,5.0,False,2
2014-06-23,11562,21967773588,21826221634,229685312,80147560,149537752,2542358,232227670,373779624,326035140,47744484,31937942,294097198,625,7453,1065,334,-141551954,1.1573125468612693,0.9890523037155736,0.6510549181307684,0.8722656856222852,1.1818,4.494,2.755,3.448,4.603,5.526,4.7761,4.9136,4.9777,5.0,True,0
2014-06-24,11577,21826221634,21643200891,242915326,78189756,164725570,2535440,245450766,428471509,347889025,80582484,41106958,306782067,581,7470,1032,280,-183020743,1.1616486089605151,0.9896702705747514,0.6781192965980253,0.8119303563775578,1.1875,4.463,2.971,3.483,4.697,5.638,4.7679,4.9081,4.9747,5.0,True,0
2014-06-25,11594,21643200891,21360568161,262227341,79464890,182762451,2435860,264663201,547295931,468199807,79096124,60137721,408062086,690,7523,1099,340,-282632730,1.1254619925525506,0.9907963782241114,0.6969618435020474,0.855478326222016,1.1376,4.416,2.995,3.464,5.06,5.492,4.7582,4.9059,4.9722,5.0,True,0
2014-06-26,11622,21360568161,21239454091,295269783,93994567,201275216,2358256,297628039,418742109,352449263,66292846,41056937,311392326,624,7487,1151,332,-121114070,1.1040230682186114,0.9920764992171991,0.6816654720134366,0.8416857426679293,1.1175,4.375,2.974,3.552,5.147,5.035,4.7478,4.9033,4.9677,5.0,True,0
2014-06-27,11616,21239454091,21104292442,261895380,122909502,138985878,2387323,264282703,399444352,354758499,44685853,49196393,305562106,584,7513,1042,324,-135161649,1.124003936151826,0.9909667830209834,0.5306923627289645,0.8881299665992023,1.1403,4.324,2.885,3.781,5.184,5.012,4.7482,4.901,4.9664,5.0,True,0
2014-06-28,11630,21104292442,20974718367,151482880,56997812,94485068,2343281,153826161,283400236,223543015,59857221,27109313,196433702,496,7508,954,283,-129574075,1.1103338367964415,0.984766693878553,0.6237342992158585,0.7887890926103533,1.1247,4.296,2.885,3.781,5.184,5.012,4.7482,4.901,4.9664,5.0,False,1
2014-06-29,11627,20974718367,20872349108,156485272,41574314,114910958,2316268,158801540,261170799,213065775,48105024,28779118,184286657,493,7464,973,293,-102369259,1.1043142317678205,0.9854140709214785,0.734324428946898,0.8158100975140027,1.1245,4.267,2.885,3.781,5.184,5.012,4.7482,4.901,4.9664,5.0,False,2
2014-06-30,11682,20872349108,20749855426,331761678,76383658,255378020,2292434,334054112,456547794,384954233,71593561,71086987,313867246,755,7412,1190,379,-122493682,1.0983114493429735,0.9931375369508998,0.7697634685824081,0.8431849590757194,1.1234,4.235,2.913,3.867,5.394,5.004,4.7499,4.9007,4.9658,5.0,True,0
2014-07-01,11718,20749855426,20760119638,382080337,84648368,297431969,2348416,384428753,374164541,297812209,76352332,57115920,240696289,729,7428,1217,364,10264212,1.1317746325390712,0.9938911541301907,0.7784540061269889,0.7959391560837402,1.1619,4.221,3.017,4.421,4.711,5.001,4.7499,4.9004,4.9654,5.0,True,0
2014-07-02,11716,20760119638,20815724506,382237475,124686586,257550889,2318344,384555819,328950951,274360447,54590504,56038073,218322374,741,7480,1106,337,55604868,1.116729595216989,0.9939713719427556,0.6737981120244686,0.8340466752442981,1.1374,4.221,3.02,3.927,4.089,4.891,4.75,4.9001,4.9672,5.0,True,0
2014-07-03,11734,20815724506,20824609369,295575412,117330905,178244507,2319231,297894643,289009780,217009191,72000589,34501699,182507492,615,7481,1030,298,8884863,1.1141726051050955,0.9922145931304982,0.6030424039466449,0.7508714445580353,1.1345,4.23,2.96,3.393,3.5,4.132,4.75,4.9001,4.9654,5.0,True,0
2014-07-04,11718,20824609369,20771764657,209348291,47444497,161903794,2301547,211649838,264494550,206335305,58159245,40925658,165409647,577,7492,1056,324,-52844712,1.10520536506492,0.9891256850383225,0.7733705072376253,0.7801117452136538,1.1211,4.22,2.94,3.42,3.5,4.063,4.75,4.9,4.9652,5.0,True,0
2014-07-05,11736,20771764657,20668613315,167078182,63429360,103648822,2305614,169383796,272535138,225649126,46886012,43470834,182178292,530,7492,1003,295,-103151342,1.1099750252673009,0.9863882257072571,0.6203612031162752,0.8279634239310455,1.121,4.218,2.94,3.42,3.5,4.063,4.75,4.9,4.9652,5.0,False,1
2014-07-06,11734,20668613315,20672651582,197287738,58678071,138609667,2281287,199569025,195530758,152792636,42738122,28637443,124155193,522,7449,924,286,4038267,1.103744583747369,0.9885689324783743,0.7025761884907413,0.7814250686840789,1.1209,4.216,2.94,3.42,3.5,4.063,4.75,4.9,4.9652,5.0,False,2
2014-07-07,11770,20672651582,20627221860,269914951,66462026,203452925,2267896,272182847,317612569,254145143,63467426,59847001,194298142,664,7412,1040,331,-45429722,1.09705133422492,0.9916677482618881,0.7537667855975863,0.800173443387878,1.1216,4.215,2.952,3.421,3.446,4.047,4.7495,4.9,4.9641,5.0,True,0
2014-07-08,11771,20627221860,20511008900,221992553,61280454,160712099,2247550,224240103,340453063,283435816,57017247,62162605,221273211,602,7400,1008,299,-116212960,1.0896038328643836,0.9899770381393377,0.7239526588984271,0.8325253810390891,1.1183,4.191,3.253,3.52,3.782,4.046,4.75,4.9,4.9607,5.0,True,0
2014-07-09,11772,20511008900,20519371574,275740766,100407528,175333238,2264789,278005555,269642881,225170746,44472135,49920081,175250665,625,7479,1028,305,8362674,1.1041821545891874,0.9918534397631011,0.6358625913152065,0.8350702424070302,1.1169,4.18,3.351,3.736,4.023,4.1,4.749,4.9,4.9628,5.0,True,0
2014-07-10,11782,20519371574,20476458255,280808940,76920429,203888511,2286981,283095921,326009240,254505361,71503879,49578125,204927236,680,7488,1073,316,-42913319,1.1145472909598377,0.9919215331965168,0.7260755693889233,0.7806691644690807,1.1305,4.178,3.3,3.711,4.069,4.1545,4.7438,4.9,4.9608,5.0,True,0
2014-07-11,11804,20476458255,20445078528,206409952,49110187,157299765,2261069,208671021,240050748,202905555,37145193,50829376,152076179,603,7490,1017,312,-31379727,1.1042285593739756,0.9891644321805471,0.7620745195464219,0.8452610820442018,1.12,4.177,3.285,3.723,4.153,4.163,4.7423,4.9,4.9616,5.0,True,0
2014-07-12,11823,20445078528,20473641383,175393033,75425505,99967528,2251310,177644343,149081488,108841163,40240325,27984837,80856326,489,7494,880,273,28562855,1.1011500870083624,0.9873268691702725,0.569962935756975,0.730078324681063,1.113,4.173,3.285,3.723,4.153,4.163,4.7423,4.9,4.9616,5.0,False,1
2014-07-13,11871,20473641383,20453941278,177520917,66176740,111344177,2238968,179759885,199459990,162198322,37261668,30133300,132065022,489,7451,921,269,-19700105,1.0935856295007178,0.9875446738297591,0.6272172253368881,0.8131872562512411,1.1125,4.169,3.285,3.723,4.153,4.163,4.7423,4.9,4.9616,5.0,False,2
2014-07-14,11902,20453941278,20423985523,252543988,88262667,164281321,2253536,254797524,284753279,232219723,52533556,23824522,208395201,659,7433,992,316,-29955755,1.1017612544061983,0.9911555812449732,0.650505768523779,0.8155120243584623,1.1284,4.172,3.255,3.7035,4.299,4.313,4.7461,4.9001,4.9618,5.0,True,0
2014-07-15,11901,20423985523,20497073353,332554408,116023440,216530968,2255604,334810012,261722182,202077541,59644641,27658319,174419222,772,7437,957,301,73087830,1.104389736988358,0.9932630330063128,0.6511144125324599,0.7721070467003824,1.1341,4.181,3.218,3.646,4.18,4.417,4.7485,4.9001,4.9618,5.0,True,0
2014-07-16,11916,20497073353,20657187545,392596651,170324655,222271996,2293489,394890140,234775948,175170489,59605459,31190665,143979824,742,7524,937,302,160114192,1.1189348647495176,0.9941920833981825,0.5661586654747088,0.7461176943048697,1.1377,4.192,3.2472,3.65,4.391,4.492,4.7487,4.9,4.9608,5.0,True,0
2014-07-17,11915,20657187545,20611919440,250755039,73862280,176892759,2256241,253011280,298279385,193562345,104717040,32255120,161307225,640,7509,955,290,-45268105,1.0922304864033223,0.9910824489722355,0.7054404956544064,0.6489296771213338,1.1133,4.183,3.2465,3.641,4.4,4.588,4.7448,4.9,4.9616,5.0,True,0
2014-07-18,11924,20611919440,20612207748,206677714,62723841,143953873,2281881,208959595,208671287,147995512,60675775,20805733,127189779,608,7540,921,272,288308,1.1070686583277272,0.9890797979389269,0.6965137663560571,0.7092279638836942,1.1215,4.184,3.245,3.651,4.988,4.73,4.7467,4.9,4.9616,5.0,True,0
2014-07-19,11940,20612207748,20667061488,208048192,108711944,99336248,2269831,210318023,155464283,123782740,31681543,15507755,108274985,469,7544,790,235,54853740,1.1012071233467173,0.9892076248738797,0.4774674898400463,0.7962133656127305,1.1131,4.184,3.245,3.651,4.988,4.73,4.7467,4.9,4.9616,5.0,False,1
2014-07-20,11961,20667061488,20669047956,174193562,58331429,115862133,2255742,176449304,174462836,135694745,38768091,29227103,106467642,468,7509,861,259,1986468,1.0914672128448257,0.9872159201036009,0.6651344152431994,0.7777859635389626,1.1129,4.184,3.245,3.651,4.988,4.73,4.7467,4.9,4.9616,5.0,False,2
2014-07-21,11987,20669047956,20612945071,375786236,188430013,187356223,2302358,378088594,434191479,379309363,54882116,39353239,339956124,598,7501,954,317,-56102885,1.1139158440684978,0.9939105330429513,0.49857127550568403,0.8735992789946023,1.1428,4.192,3.318,3.694,4.991,5.03,4.7467,4.9,4.9607,5.0,True,0
2014-07-22,12020,20612945071,20486985781,240854173,90700778,150153395,2229960,243084133,369043423,270410510,98632913,31942129,238468381,623,7495,998,285,-125959290,1.0818250338896467,0.9908263860233115,0.6234203590070245,0.7327335840368032,1.1166,4.182,3.253,3.848,5.159,5.115,4.7465,4.9,4.9605,5.0,True,0
2014-07-23,12017,20486985781,20444094598,263182434,114917590,148264844,2279460,265461894,308353077,251692511,56660566,45278350,206414161,604,7569,978,277,-42891183,1.1126380544052568,0.9914132308571565,0.5633538749018485,0.8162477684631634,1.1266,4.176,3.295,4.202,5.15,5.271,4.7525,4.9,4.9604,5.0,True,0
2014-07-24,12030,20444094598,20373516647,274781793,106071922,168709871,2262687,277044480,347622431,276980850,70641581,42338290,234642560,552,7583,966,313,-70577951,1.1067680151613823,0.9918327663485661,0.6139776189610933,0.7967864708937612,1.1215,4.181,3.313,4.101,5.273,5.278,4.7465,4.9,4.9604,5.0,True,0
2014-07-25,12009,20373516647,20292282944,179379699,63336575,116043124,2261389,181641088,262874791,192181537,70693254,35509270,156672267,559,7603,949,308,-81233703,1.1099649801169644,0.9875502342289427,0.646913361137929,0.7310763282737142,1.1244,4.182,3.348,4.081,4.821,4.95,4.7465,4.9,4.9603,5.0,True,0
2014-07-26,12028,20292282944,20137897656,126012255,54186270,71825985,2255798,128268053,282653341,230927532,51725809,29639068,201288464,434,7602,840,262,-154385288,1.111653137414483,0.9824134073353401,0.5699920614864007,0.8169991240259212,1.1221,4.187,3.348,4.081,4.821,4.95,4.7465,4.9,4.9603,5.0,False,1
2014-07-27,12040,20137897656,20122693255,149177264,80780644,68396620,2228987,151406251,166610652,116021764,50588888,35246941,80774823,414,7580,893,246,-15204401,1.1068618174925937,0.9852781045347989,0.45849225388662446,0.6963646237936816,1.122,4.192,3.348,4.081,4.821,4.95,4.7465,4.9,4.9603,5.0,False,2
2014-07-28,12083,20122693255,20148469102,369535407,214062345,155473062,2227349,371762756,345986909,294330527,51656382,30372288,263958239,588,7544,1035,312,25775847,1.1068841391032773,0.9940086817088262,0.42072575199810286,0.8506984494028934,1.1276,4.184,3.304,4.013,4.628,4.398,4.7465,4.9,4.9602,5.0,True,0
2014-07-29,12073,20148469102,20073082045,225904582,85325202,140579380,2188464,228093046,303480103,262413446,41066657,23956498,238456948,568,7543,978,325,-75387057,1.0861688741318645,0.9904053892112081,0.6222953901838078,0.8646808914520502,1.1156,4.183,3.2503,3.907,4.6,4.141,4.739,4.9,4.9601,5.0,True,0
2014-07-30,12089,20073082045,20032881601,207702516,64808558,142893958,2214756,209917272,250117716,196249605,53868111,25897612,170351993,569,7609,986,250,-40200444,1.1033462599489914,0.9894493865183233,0.6879741312329601,0.7846289664663338,1.1162,4.178,3.2502,3.914,4.525,4.144,4.7316,4.9,4.959,5.0,True,0
2014-07-31,12101,20032881601,19947416138,189518581,56346135,133172446,2210335,191728916,277194379,224072318,53122061,33843617,190228701,566,7618,979,287,-85465463,1.1033534985249773,0.9884715615875073,0.7026880704641831,0.8083580872323533,1.1156,4.174,3.204,3.98,3.979,4.2,4.7215,4.9,4.9588,5.0,True,0
2014-08-01,12111,19947416138,20069760015,372678958,135715324,236963634,2205777,374884735,252540858,168313257,84227601,31013339,137299918,615,7599,1050,281,122343877,1.1057958508209873,0.994116119452023,0.6358385117090511,0.6664793108448218,1.1173,4.171,3.196,3.907,4.047,4.21,4.7149,4.9,4.9558,5.0,True,0
2014-08-02,12103,20069760015,20086601920,186889349,78478704,108410645,2202781,189092130,172250225,130319248,41930977,34359098,95960150,468,7599,874,251,16841905,1.0975622022155007,0.9883507526199001,0.5800793120639529,0.7565693919993428,1.118,4.168,3.196,3.907,4.047,4.21,4.7149,4.9,4.9558,5.0,False,1
2014-08-03,12136,20086601920,20133302100,171634865,62120575,109514290,2190532,173825397,127125217,86296646,40828571,23794226,62502420,486,7562,891,256,46700180,1.0905438404785193,0.9873980900500978,0.6380655235752946,0.6788318481297066,1.1178,4.166,3.196,3.907,4.047,4.21,4.7149,4.9,4.9558,5.0,False,2
2014-08-04,12157,20133302100,20141035460,328404472,120904646,207499826,2236412,330640884,322907524,244430008,78477516,43969481,200460527,611,7542,1051,318,7733360,1.1108023854666145,0.9932361298671099,0.63184226675208,0.7569659727098833,1.1451,4.176,3.182,3.842,4.086,4.105,4.7081,4.9,4.9551,5.0,True,0
2014-08-05,12174,20141035460,20314109791,392589715,164705556,227884159,2191155,394780870,221706539,147666457,74040082,35974791,111691666,693,7530,1008,282,173074331,1.087905835006161,0.9944496930664346,0.5804639049191597,0.6660446627602625,1.1203,4.178,3.145,3.738,3.998,4.056,4.7049,4.899,4.9543,5.0,True,0
2014-08-06,12189,20314109791,20320584213,286598298,127641624,158956674,2222718,288821016,282346594,226219048,56127546,26815416,199403632,630,7624,985,273,6474422,1.0941744545383707,0.9923041680595709,0.5546323028059295,0.8012104725442518,1.1162,4.178,3.051,3.559,3.9799,4.104,4.6982,4.8949,4.9505,5.0,True,0
2014-08-07,12204,20320584213,20314571173,245405658,61837508,183568150,2240816,247646474,253659514,193608740,60050774,41675089,151933651,529,7634,881,249,-6013040,1.1027320752749068,0.990951552978703,0.748019224560829,0.7632622839449262,1.1186,4.18,3.04,3.511,3.977,4.161,4.6941,4.8901,4.9491,5.0,True,0
2014-08-08,12195,20314571173,20236826133,231616935,54035416,177581519,2286782,233903717,311648757,244045482,67603275,43071065,200974417,591,7650,910,290,-77745040,1.1256855882044663,0.9902234046156693,0.7667035184624993,0.783078631050019,1.1397,4.192,3.001,3.457,3.693,4.101,4.6921,4.8912,4.9465,5.0,True,0
2014-08-09,12225,20236826133,20233477189,158028887,44663092,113365795,2233877,160262764,163611708,112963324,50648384,30028086,82935238,469,7632,787,239,-3348944,1.10386726916492,0.9860611601582012,0.7173738748156848,0.690435454655849,1.1173,4.191,3.001,3.457,3.693,4.101,4.6921,4.8912,4.9465,5.0,False,1
2014-08-10,12227,20233477189,20303102834,257313208,76427498,180885710,2221662,259534870,189909225,134447037,55462188,24599903,109847134,492,7601,845,256,69625645,1.0980129511341798,0.9914398323431453,0.7029787215586695,0.7079542186536752,1.1172,4.191,3.001,3.457,3.693,4.101,4.6921,4.8912,4.9465,5.0,False,2
2014-08-11,12266,20303102834,20216049969,329331370,102021228,227310142,2219101,331550471,418603336,357752648,60850688,40952695,316799953,723,7576,989,335,-87052865,1.0929861401695937,0.9933068983635979,0.6902170965371444,0.8546340108479212,1.1235,4.179,2.955,3.42,3.616,4.166,4.6916,4.8914,4.9467,5.0,True,0
2014-08-12,12307,20216049969,20164788784,256311879,101592768,154719111,2181794,258493673,309754858,261642435,48112423,46559208,215083227,630,7587,942,281,-51261185,1.07923852747972,0.9915595845164071,0.603636131121336,0.8446758081192063,1.1146,4.176,2.916,3.39,3.586,4.154,4.6905,4.8904,4.9457,5.0,True,0
2014-08-13,12314,20164788784,20122319886,259291103,99082207,160208896,2215516,261506619,303975517,248698342,55277175,22934891,225763451,583,7665,910,265,-42468898,1.0987052846087475,0.9915278779234264,0.6178727081121638,0.8181525421996404,1.1138,4.175,2.892,3.36,3.579,4.22,4.6882,4.8871,4.9442,5.0,True,0
2014-08-14,12301,20122319886,20168083115,255446130,113303891,142142239,2256530,257702660,211939431,172981654,38957777,45402310,127579344,561,7695,933,302,45763229,1.1214064843338312,0.9912436681872046,0.5564470246623036,0.8161843843017583,1.1367,4.185,2.888,3.353,3.598,4.233,4.6834,4.8851,4.9391,5.0,True,0
2014-08-15,12316,20168083115,20176118728,242336052,83330178,159005874,2215568,244551620,236516007,188736307,47779700,38085265,150651042,632,7681,948,264,8035613,1.0985516012437357,0.9909402849181699,0.6561379237126468,0.7979853431230978,1.1129,4.17,2.889,3.346,3.509,4.174,4.6811,4.8844,4.9387,5.0,True,0
2014-08-16,12346,20176118728,20171964125,212842047,55705873,157136174,2217689,215059736,219214339,178049842,41164497,38363021,139686821,563,7688,831,251,-4154603,1.0991653200981302,0.9896880325380851,0.7382759948742647,0.8122180456452714,1.1128,4.168,2.889,3.346,3.509,4.174,4.6811,4.8844,4.9387,5.0,False,1
2014-08-17,12370,20171964125,20182378312,147777403,42442478,105334925,2200868,149978271,139564084,99478325,40085759,28147769,71330556,482,7664,880,259,10414187,1.091052902117929,0.9853254209071393,0.7127945332751584,0.7127788335572066,1.1126,4.165,2.889,3.346,3.509,4.174,4.6811,4.8844,4.9387,5.0,False,2
2014-08-18,12401,20182378312,20221708442,296308680,84557465,211751215,2190466,298499146,259169016,203584337,55584679,52598310,150986027,613,7627,1017,294,39330130,1.0853359134079836,0.9926617344493173,0.7146304826439779,0.7855272985255305,1.1122,4.159,2.858,3.276,3.51,4.31,4.6805,4.881,4.9382,5.0,True,0
2014-08-19,12411,20221708442,20233180538,264196458,108645683,155550775,2205515,266401973,254929877,180281083,74648794,33028860,147252223,633,7647,985,278,11472096,1.0906669959790334,0.9917211011046078,0.5887693430015629,0.7071791079238625,1.122,4.163,2.835,3.237,3.477,4.363,4.6791,4.8801,4.9382,5.0,True,0
2014-08-20,12436,20233180538,20339106448,306133606,134420983,171712623,2245086,308378692,202452782,128677278,73775504,28451096,100226182,630,7771,957,268,105925910,1.1096060729471064,0.9927197109974122,0.5609074588171806,0.6355915524045503,1.124,4.169,2.833,3.246,3.462,4.286,4.6804,4.88,4.939,5.0,True,0
2014-08-21,12436,20339106448,20370906609,249525712,85818188,163707524,2237805,251763517,219963356,149470249,70493107,18207816,131262433,587,7792,991,269,31800161,1.1002474497693824,0.9911114802229268,0.6560747695612226,0.679523406616873,1.1168,4.158,2.848,3.312,3.98,4.238,4.6786,4.88,4.94,5.0,True,0
2014-08-22,12446,20370906609,20437873459,244094164,97266695,146827469,2221892,246316056,179349206,105026458,74322748,13620285,91406173,569,7780,977,243,66966850,1.0907182692685624,0.9909795080512331,0.6015197847991155,0.5855975632253426,1.104,4.153,2.843,3.369,3.942,4.2039,4.6764,4.88,4.9398,5.0,True,0
2014-08-23,12459,20437873459,20379907955,139192764,42797254,96395510,2219263,141412027,199377531,135466389,63911142,28401389,107065000,451,7784,832,226,-57965504,1.085858078362222,0.9843064055647827,0.6925324796337833,0.6794466172820648,1.0997,4.146,2.843,3.369,3.942,4.2039,4.6764,4.88,4.9398,5.0,False,1
2014-08-24,12471,20379907955,20319023288,127991522,43143686,84847836,2203962,130195484,191080151,139033164,52046987,15507226,123525938,447,7754,850,244,-60884667,1.0814386428370892,0.9830719013264699,0.6629176266846799,0.7276169883286308,1.0993,4.139,2.843,3.369,3.942,4.2039,4.6764,4.88,4.9398,5.0,False,2
2014-08-25,12508,20319023288,20316184100,307361141,92282025,215079116,2213082,309574223,312413411,215756660,96656751,27159616,188597044,639,7744,1057,269,-2839188,1.0891675099890263,0.9928512071239213,0.6997602732090327,0.6906126702736203,1.1122,4.139,2.841,3.363,3.886,4.199,4.6758,4.88,4.9394,5.0,True,0
2014-08-26,12517,20316184100,20337650626,304747497,124460527,180286970,2197592,306945089,285478563,197286155,88192408,14814754,182471401,640,7741,1001,273,21466526,1.0816952579200145,0.9928404392878233,0.5915945882239683,0.6910716970366703,1.1085,4.131,2.823,3.318,3.876,4.2,4.6695,4.873,4.9363,5.0,True,0
2014-08-27,12527,20337650626,20171681280,299973007,102372488,197600519,2221794,302194801,468164147,360755976,107408171,20966937,339789039,626,7803,1086,302,-165969346,1.0924536176069524,0.9926478086563773,0.6587276667863652,0.7705758296779612,1.1079,4.123,2.861,3.349,3.9828,4.178,4.668,4.8729,4.9365,5.0,True,0
2014-08-28,12557,20171681280,20118870170,242887647,56734596,186153051,2195104,245082751,297893861,198997562,98896299,15732174,183265388,621,7806,1026,275,-52811110,1.0882107294528898,0.9910434170048956,0.7664162969967756,0.6680149813493471,1.1043,4.116,2.876,3.538,4.05,4.133,4.6689,4.8727,4.9373,5.0,True,0
2014-08-29,12596,20118870170,20112668503,265335172,87236719,178098453,2219541,267554713,273756380,169788578,103967802,27979322,141809256,599,7832,1036,279,-6201667,1.1032135409420956,0.9917043472151432,0.671220674053721,0.6202177936455764,1.1169,4.123,2.908,3.672,4.199,4.114,4.6659,4.8726,4.9364,5.0,True,0
2014-08-30,12603,20112668503,20116003141,197483663,84798329,112685334,2225109,199708772,196374134,125560237,70813897,32453185,93107052,527,7848,902,240,3334638,1.106322117161183,0.9888582310245241,0.5706058531028969,0.6393929508048143,1.1206,4.134,2.908,3.672,4.199,4.114,4.6659,4.8726,4.9364,5.0,False,1
2014-08-31,12614,20116003141,20098150321,272878511,148125324,124753187,2211702,275090213,292943033,186478121,106464912,24503950,161974171,495,7810,1031,285,-17852820,1.099473878830411,0.9919600847449996,0.4571748304504637,0.6365678647151851,1.1204,4.146,2.908,3.672,4.199,4.114,4.6659,4.8726,4.9364,5.0,False,2
